sub,day,condition,button,jhana,ch_name,n_epochs,n_channels,lempel_ziv_norm,permutation_entropy,spectral_entropy,sample_entropy,hjorth_mobility,hjorth_complexity,nk_fsi,nk_lle,nk_sampen,nk_pen,nk_lzc,delta,theta,alpha,beta,gamma
3,day2,jhana,all,all,CP1,320,28,0.5741,0.9513,0.6705,1.2733,0.4132,3.3359,1.9794,7.8261,1.2727,0.9513,0.5242,8.9742,3.5203,13.7972,1.9292,0.2842
3,day2,jhana,all,all,CP2,320,28,0.5542,0.9494,0.6459,1.2344,0.3954,3.4709,1.9455,7.949,1.2339,0.9494,0.3869,8.7529,3.6061,17.6642,1.9014,0.2569
3,day2,jhana,all,all,CP6,320,28,0.5652,0.9716,0.6604,1.2977,0.4278,3.5914,1.9184,7.5754,1.2971,0.9716,0.337,8.4027,1.8037,8.0679,0.9459,0.1737
3,day2,jhana,all,all,P7,320,28,0.6078,0.9664,0.6746,1.3609,0.4569,3.2319,2.1165,7.4202,1.3602,0.9664,0.4618,6.8934,2.3653,12.6133,1.5819,0.2947
3,day2,jhana,all,all,P3,320,28,0.5767,0.9524,0.6696,1.2773,0.4148,3.3443,1.9704,7.7788,1.2767,0.9524,0.5616,8.9175,3.3849,13.5783,1.8881,0.2773
3,day2,jhana,all,all,Pz,320,28,0.5425,0.9374,0.6207,1.1867,0.3786,3.4442,1.9596,8.1005,1.1862,0.9374,0.4867,9.4818,4.3287,25.4136,2.3397,0.2823
3,day2,jhana,all,all,P4,320,28,0.5449,0.9449,0.6223,1.2075,0.3837,3.5047,1.9048,8.0144,1.2069,0.9449,0.4618,8.0974,3.2486,20.9832,1.9068,0.2358
3,day2,jhana,all,all,P8,320,28,0.5135,0.9356,0.5387,1.1109,0.3524,3.6594,2.0987,8.0244,1.1103,0.9356,0.3744,6.3678,2.4546,31.285,1.7074,0.1587
3,day2,jhana,all,all,POz,320,28,0.5375,0.9378,0.5978,1.1949,0.3788,3.4371,1.8862,8.0045,1.1944,0.9378,0.4368,9.0677,3.5203,27.9227,2.4405,0.2906
3,day2,jhana,all,all,O1,320,28,0.585,0.9588,0.628,1.3235,0.4378,3.2584,2.0407,7.4478,1.323,0.9588,0.4618,6.7948,2.2268,19.1542,1.8167,0.3143
3,day2,jhana,all,all,Oz,320,28,0.5668,0.9503,0.5858,1.27,0.4108,3.3299,1.9754,7.6197,1.2693,0.9503,0.5242,7.6131,2.4536,28.1739,2.1935,0.3181
3,day2,jhana,all,all,O2,320,28,0.5358,0.9336,0.5419,1.1845,0.3798,3.3794,2.0003,7.7595,1.1839,0.9336,0.4867,7.938,2.8946,43.266,2.7683,0.3065
3,day2,mindfulness,all,all,Fp1,267,32,0.5626,0.9779,0.6819,1.3071,0.4497,3.6979,2.0491,7.1682,1.3065,0.9779,0.6365,17.7989,3.6108,7.8023,1.12,0.3885
3,day2,mindfulness,all,all,Fpz,267,32,0.541,0.9749,0.6626,1.2539,0.4145,3.8316,2.078,7.4109,1.2533,0.9749,0.6739,14.8012,3.1946,7.7276,0.9815,0.2736
3,day2,mindfulness,all,all,Fp2,267,32,0.6019,0.9783,0.7035,1.3966,0.4949,3.3313,2.1431,6.8589,1.3959,0.9783,0.7987,16.9776,3.1484,7.2069,1.0684,0.4927
3,day2,mindfulness,all,all,AF3,267,32,0.5275,0.9679,0.6627,1.2245,0.3928,3.8583,1.9696,7.6617,1.2238,0.9679,0.4743,13.5717,3.9963,9.5247,1.2064,0.2854
3,day2,mindfulness,all,all,AF4,267,32,0.5464,0.9643,0.6594,1.2449,0.4019,3.7265,2.0385,7.7213,1.2444,0.9643,0.624,12.4672,3.8399,9.4092,1.1447,0.2652
3,day2,mindfulness,all,all,F7,267,32,0.492,0.9741,0.6382,1.1338,0.3655,4.5211,1.9327,7.5514,1.1332,0.9741,0.3869,17.7973,3.4271,6.6754,1.0142,0.2592
3,day2,mindfulness,all,all,F3,267,32,0.5437,0.9579,0.6689,1.2392,0.3971,3.6206,1.9396,7.8223,1.2386,0.9579,0.5117,11.1178,4.5242,10.614,1.413,0.3
3,day2,mindfulness,all,all,Fz,267,32,0.5474,0.9528,0.6594,1.2313,0.3929,3.5708,1.9801,7.9962,1.2308,0.9528,0.5741,9.4418,5.2243,11.9496,1.4223,0.27
3,day2,mindfulness,all,all,F8,267,32,0.5263,0.9797,0.6794,1.2643,0.4274,3.8595,1.9883,7.0791,1.2636,0.9797,0.7863,10.3892,1.7252,4.0037,0.6402,0.2292
3,day2,mindfulness,all,all,FC5,267,32,0.5629,0.969,0.6922,1.296,0.4269,3.5477,2.0006,7.4677,1.2955,0.969,0.6365,9.5533,3.389,7.466,1.2267,0.2732
3,day2,mindfulness,all,all,FC1,267,32,0.553,0.9566,0.678,1.2576,0.405,3.5231,1.9825,7.788,1.257,0.9566,0.5741,9.0053,4.0848,9.2942,1.3561,0.2688
3,day2,mindfulness,all,all,FC2,267,32,0.5615,0.9484,0.6704,1.2467,0.4017,3.4342,2.0176,7.8714,1.2461,0.9484,0.6115,9.2672,5.0283,11.3466,1.614,0.2893
3,day2,mindfulness,all,all,FC6,267,32,0.5871,0.9717,0.7155,1.3545,0.4772,3.3156,2.0661,7.1438,1.354,0.9717,0.5616,6.2748,2.0844,4.7575,0.8798,0.221
3,day2,mindfulness,all,all,T7,267,32,0.5912,0.9778,0.7236,1.3634,0.4801,3.3565,2.0959,7.0375,1.3628,0.9778,0.5491,9.074,2.7244,5.2854,1.1503,0.286
3,day2,mindfulness,all,all,C3,267,32,0.5655,0.957,0.6928,1.283,0.4177,3.423,1.9421,7.6311,1.2824,0.957,0.6365,8.6368,3.4886,8.5273,1.542,0.2769
3,day2,mindfulness,all,all,Cz,267,32,0.5532,0.9438,0.66,1.233,0.396,3.3988,1.9592,7.972,1.2324,0.9438,0.5491,9.6363,4.8249,15.0603,1.9056,0.3103
3,day2,mindfulness,all,all,C4,267,32,0.5788,0.959,0.6946,1.3051,0.4289,3.3749,2.0037,7.5436,1.3046,0.959,0.5616,7.0243,2.8396,7.1531,1.2987,0.2285
3,day2,mindfulness,all,all,CP5,267,32,0.5771,0.9639,0.7024,1.3205,0.4384,3.3537,2.0183,7.4269,1.32,0.9639,0.6365,7.786,2.9804,7.951,1.4655,0.2712
3,day2,mindfulness,all,all,CP1,267,32,0.5587,0.9484,0.6604,1.251,0.4038,3.3965,1.9721,7.8305,1.2504,0.9484,0.5616,8.6544,4.0148,15.4224,1.8786,0.2877
3,day2,mindfulness,all,all,CP2,267,32,0.55,0.9489,0.6383,1.2297,0.3945,3.4798,1.9545,7.9141,1.2291,0.9489,0.5866,8.3407,4.0613,19.1583,1.8081,0.2579
3,day2,mindfulness,all,all,CP6,267,32,0.5576,0.9717,0.6519,1.2943,0.4264,3.5793,1.9615,7.5563,1.2936,0.9717,0.5741,8.688,1.8945,7.7067,0.9245,0.1755
3,day2,mindfulness,all,all,P7,267,32,0.6056,0.969,0.6943,1.3825,0.474,3.1525,2.0874,7.2438,1.3819,0.969,0.5616,7.1257,2.7577,11.5879,1.4888,0.3232
3,day2,mindfulness,all,all,P3,267,32,0.5637,0.9518,0.6612,1.2626,0.41,3.3934,1.9814,7.7548,1.2619,0.9518,0.5991,8.3608,3.787,15.2884,1.8046,0.2827
3,day2,mindfulness,all,all,Pz,267,32,0.5416,0.9419,0.6224,1.2012,0.3837,3.4734,1.94,8.0382,1.2006,0.9419,0.5491,9.2316,4.728,24.8493,1.9816,0.2839
3,day2,mindfulness,all,all,P4,267,32,0.5494,0.9504,0.6252,1.2305,0.3955,3.4974,1.9562,7.8571,1.23,0.9504,0.624,7.6596,3.5825,21.6805,1.7051,0.2421
3,day2,mindfulness,all,all,P8,267,32,0.5648,0.9649,0.6099,1.2904,0.4302,3.4326,2.0252,7.4852,1.2897,0.9649,0.4867,7.17,2.2045,21.7929,1.3017,0.2124
3,day2,mindfulness,all,all,POz,267,32,0.5673,0.9536,0.616,1.2884,0.4223,3.3209,1.9701,7.5363,1.2878,0.9536,0.5117,8.4558,3.5938,29.127,1.9945,0.328
3,day2,mindfulness,all,all,O1,267,32,0.6306,0.9702,0.6846,1.4405,0.5149,2.9668,2.104,7.0234,1.4399,0.9702,0.5866,6.8678,2.6143,17.1002,1.5444,0.4039
3,day2,mindfulness,all,all,Oz,267,32,0.6212,0.9709,0.6504,1.4321,0.5006,3.0238,2.0486,7.0421,1.4315,0.9709,0.5741,7.5065,2.9447,25.6463,1.7778,0.4002
3,day2,mindfulness,all,all,O2,267,32,0.6491,0.9737,0.6566,1.493,0.5514,2.8232,2.0952,6.7899,1.4924,0.9737,0.4867,7.1261,2.9185,31.5327,1.9901,0.4891
3,day3,jhana,all,all,Fp1,292,30,0.4442,0.9758,0.5557,0.9816,0.3059,5.1665,2.0499,8.3436,0.981,0.9758,0.4368,46.6215,6.574,9.3618,0.9723,0.1992
3,day3,jhana,all,all,Fpz,292,30,0.4381,0.9744,0.5566,0.9727,0.2975,5.253,2.0479,8.4432,0.9722,0.9744,0.4119,44.3274,6.3006,9.2107,0.9321,0.1864
3,day3,jhana,all,all,Fp2,292,30,0.4474,0.9751,0.5631,1.0179,0.3209,5.0557,2.0776,8.0869,1.0173,0.9751,0.4243,48.7869,6.2246,8.4738,0.938,0.2679
3,day3,jhana,all,all,AF3,292,30,0.4251,0.9676,0.5452,0.9539,0.2867,5.2509,1.8789,8.7966,0.9534,0.9676,0.5117,39.7114,5.5796,11.0728,1.0739,0.1632
3,day3,jhana,all,all,AF4,292,30,0.4223,0.9627,0.5444,0.9464,0.2793,5.2222,1.8059,8.7456,0.9459,0.9627,0.3994,39.5217,5.1969,9.8324,1.021,0.1684
3,day3,jhana,all,all,F3,292,30,0.4452,0.9559,0.5784,0.989,0.2939,4.815,1.7939,8.7848,0.9884,0.9559,0.4992,28.3326,5.2625,12.2352,1.2268,0.1796
3,day3,jhana,all,all,Fz,292,30,0.4453,0.9469,0.5858,0.9794,0.2895,4.6992,1.824,8.9018,0.9789,0.9469,0.5491,23.0085,5.5399,13.1864,1.2402,0.1645
3,day3,jhana,all,all,F4,292,30,0.4171,0.9559,0.5376,0.9425,0.2765,5.1067,1.6734,8.7868,0.942,0.9559,0.3994,36.196,4.144,8.9246,1.081,0.1578
3,day3,jhana,all,all,F8,292,30,0.4097,0.9804,0.521,0.9383,0.2926,5.5513,1.8902,8.1582,0.9377,0.9804,0.5117,37.6876,3.375,4.5243,0.6388,0.1584
3,day3,jhana,all,all,FC5,292,30,0.4851,0.9722,0.6087,1.1196,0.356,4.3516,1.8285,8.0937,1.119,0.9722,0.5242,23.7288,3.8652,8.2341,1.1398,0.2103
3,day3,jhana,all,all,FC1,292,30,0.4525,0.9519,0.6031,1.022,0.3061,4.5184,1.7924,8.6115,1.0215,0.9519,0.5367,20.2605,4.2378,10.0211,1.2692,0.1661
3,day3,jhana,all,all,FC2,292,30,0.4469,0.9465,0.5915,0.989,0.293,4.6379,1.786,8.8363,0.9885,0.9465,0.3245,23.8147,5.8095,10.4645,1.3081,0.1733
3,day3,jhana,all,all,FC6,292,30,0.4605,0.9738,0.5997,1.0651,0.3423,4.6093,1.9109,7.8244,1.0646,0.9738,0.4243,17.9744,2.1468,3.8527,0.7145,0.1409
3,day3,jhana,all,all,T7,292,30,0.4342,0.981,0.5484,1.0242,0.3237,5.0006,1.8342,7.8971,1.0236,0.981,0.5616,31.9496,3.2045,5.041,0.9746,0.1806
3,day3,jhana,all,all,C3,292,30,0.4621,0.9544,0.6117,1.048,0.3157,4.4592,1.8166,8.3599,1.0474,0.9544,0.6365,20.0149,3.6989,8.2705,1.3462,0.1623
3,day3,jhana,all,all,Cz,292,30,0.4523,0.937,0.5981,0.998,0.2983,4.3732,1.7403,8.6843,0.9974,0.937,0.4618,25.5457,4.9286,11.7143,1.7606,0.2004
3,day3,jhana,all,all,C4,292,30,0.4811,0.9704,0.624,1.1256,0.3474,4.338,1.886,7.9129,1.125,0.9704,0.5616,15.289,2.5057,5.4401,1.0011,0.1385
3,day3,jhana,all,all,CP5,292,30,0.4786,0.966,0.6179,1.0946,0.3379,4.3948,1.865,7.9727,1.094,0.966,0.6739,18.1603,2.7217,6.0805,1.2579,0.1494
3,day3,jhana,all,all,CP1,292,30,0.4455,0.9357,0.5794,0.9581,0.2858,4.5708,1.7635,8.7854,0.9575,0.9357,0.5367,30.4971,4.1982,11.7286,1.7807,0.1598
3,day3,jhana,all,all,CP2,292,30,0.4576,0.9365,0.6072,1.0027,0.3021,4.3201,1.8004,8.6409,1.0022,0.9365,0.4743,19.5872,4.0912,14.2985,1.8304,0.1518
3,day3,jhana,all,all,CP6,292,30,0.4498,0.9635,0.5787,1.0195,0.309,4.7403,1.8215,8.375,1.019,0.9635,0.4493,16.3614,2.0115,9.1909,0.9059,0.0956
3,day3,jhana,all,all,P7,292,30,0.4632,0.9724,0.5881,1.0774,0.3328,4.5382,1.8443,8.096,1.077,0.9724,0.7488,21.474,2.4669,8.2305,1.1819,0.1512
3,day3,jhana,all,all,P3,292,30,0.4717,0.9477,0.6118,1.0461,0.318,4.2707,1.8677,8.4514,1.0455,0.9477,0.6864,17.2463,2.9904,12.3491,1.6535,0.142
3,day3,jhana,all,all,POz,292,30,0.4553,0.9209,0.5512,0.9675,0.295,4.1602,1.7879,8.7856,0.9669,0.9209,0.5491,20.4503,2.9337,27.4121,2.2674,0.147
3,day3,jhana,all,all,O1,292,30,0.4805,0.9614,0.5836,1.0938,0.3406,4.2483,1.9125,8.2491,1.0932,0.9614,0.6864,17.713,2.1663,15.517,1.3786,0.1583
3,day3,jhana,all,all,Oz,292,30,0.4609,0.9404,0.5441,1.0117,0.3061,4.307,1.7989,8.5824,1.0111,0.9404,0.5741,21.4179,2.3784,23.6659,1.8291,0.1426
3,day3,jhana,all,all,O2,292,30,0.4678,0.9374,0.5386,1.0372,0.3227,4.1093,1.8568,8.4872,1.0366,0.9374,0.649,17.8994,2.2113,28.1518,1.8095,0.1543
3,day3,mindfulness,all,all,Fp1,180,27,0.4836,0.974,0.6034,1.1198,0.3586,4.5264,1.9248,7.7396,1.1192,0.974,0.3869,33.8158,4.3611,9.0782,1.1239,0.3789
3,day3,mindfulness,all,all,Fpz,180,27,0.473,0.9709,0.5948,1.0846,0.3419,4.6671,1.9782,7.9477,1.0842,0.9709,0.5117,30.5135,4.1965,9.1112,1.0237,0.322
3,day3,mindfulness,all,all,Fp2,180,27,0.5346,0.9745,0.6347,1.2396,0.4173,3.9388,2.0439,7.3273,1.2391,0.9745,0.6989,31.2298,4.0201,8.0725,1.0996,0.5358
3,day3,mindfulness,all,all,AF3,180,27,0.4638,0.9631,0.5974,1.0504,0.3262,4.7293,1.8658,8.2448,1.0498,0.9631,0.4992,27.3573,4.4868,10.8169,1.1666,0.2943
3,day3,mindfulness,all,all,AF4,180,27,0.4702,0.9624,0.6015,1.0681,0.333,4.5715,1.9449,8.1983,1.0676,0.9624,0.3245,27.7784,4.578,9.8807,1.1503,0.3098
3,day3,mindfulness,all,all,F3,180,27,0.4721,0.9515,0.6094,1.0429,0.3224,4.5212,1.8657,8.3667,1.0423,0.9515,0.4743,23.9122,4.7251,11.6534,1.3444,0.3073
3,day3,mindfulness,all,all,Fz,180,27,0.4746,0.9423,0.6077,1.0412,0.3194,4.359,1.8474,8.5932,1.0407,0.9423,0.4743,22.8228,5.5868,13.3136,1.4047,0.2878
3,day3,mindfulness,all,all,F4,180,27,0.4712,0.9521,0.5922,1.0502,0.3249,4.4864,1.8383,8.2947,1.0497,0.9521,0.3245,25.3658,3.9758,8.8164,1.1732,0.2671
3,day3,mindfulness,all,all,F8,180,27,0.4455,0.9776,0.571,1.0481,0.3373,4.9944,1.8708,7.7269,1.0476,0.9776,0.3245,21.0051,2.0506,3.8082,0.5644,0.1964
3,day3,mindfulness,all,all,FC5,180,27,0.4741,0.964,0.6124,1.0773,0.3388,4.6342,1.8915,7.9865,1.0766,0.964,0.4743,24.3403,3.7317,8.3358,1.2162,0.3066
3,day3,mindfulness,all,all,FC1,180,27,0.4819,0.9387,0.617,1.0433,0.3221,4.2739,1.8698,8.5003,1.0428,0.9387,0.5616,22.555,5.397,12.7372,1.5444,0.3108
3,day3,mindfulness,all,all,FC2,180,27,0.4804,0.9416,0.6181,1.0501,0.3254,4.335,1.8602,8.3829,1.0495,0.9416,0.5242,22.5353,4.946,11.027,1.4908,0.2962
3,day3,mindfulness,all,all,FC6,180,27,0.4693,0.9647,0.6047,1.0641,0.3358,4.743,1.8732,7.7833,1.0636,0.9647,0.4618,17.8202,2.1628,4.1566,0.7793,0.1936
3,day3,mindfulness,all,all,T7,180,27,0.483,0.9747,0.609,1.1117,0.3611,4.5608,1.9613,7.6078,1.1111,0.9747,0.5616,23.8486,2.9027,5.6063,1.071,0.2932
3,day3,mindfulness,all,all,C3,180,27,0.4843,0.9484,0.6268,1.0685,0.3334,4.3394,1.8822,8.1414,1.0679,0.9484,0.5117,21.3556,3.8442,9.4148,1.4924,0.2944
3,day3,mindfulness,all,all,Cz,180,27,0.4939,0.9321,0.6326,1.0694,0.3333,3.9999,1.8642,8.392,1.0689,0.9321,0.5367,22.4699,5.2976,13.9443,2.0119,0.3478
3,day3,mindfulness,all,all,C4,180,27,0.4796,0.951,0.623,1.0687,0.3316,4.386,1.8867,8.1016,1.0681,0.951,0.4743,18.2234,2.9678,7.4472,1.2338,0.2276
3,day3,mindfulness,all,all,T8,180,27,0.4085,0.9836,0.5069,0.924,0.3114,5.9899,1.8862,7.6257,0.9235,0.9836,0.5367,21.1671,1.1369,1.4663,0.3235,0.124
3,day3,mindfulness,all,all,CP5,180,27,0.4909,0.959,0.6283,1.0979,0.3476,4.3714,1.9207,7.9147,1.0974,0.959,0.4368,20.1603,3.0166,7.6959,1.3485,0.278
3,day3,mindfulness,all,all,CP1,180,27,0.4658,0.9375,0.5903,1.001,0.3062,4.3955,1.902,8.5428,1.0005,0.9375,0.5242,30.1512,4.501,14.803,1.8151,0.2993
3,day3,mindfulness,all,all,CP2,180,27,0.4792,0.9365,0.6129,1.0408,0.3228,4.1781,1.9135,8.5104,1.0403,0.9365,0.4867,21.2109,4.5136,17.9507,1.8821,0.2847
3,day3,mindfulness,all,all,CP6,180,27,0.4862,0.9672,0.6047,1.1072,0.3466,4.4491,1.9123,8.0655,1.1066,0.9672,0.5491,16.3899,2.2167,9.3324,0.9319,0.176
3,day3,mindfulness,all,all,P7,180,27,0.5031,0.9648,0.6215,1.1328,0.3623,4.2734,1.9486,7.8357,1.1323,0.9648,0.6365,20.4484,2.6732,8.9732,1.2625,0.2928
3,day3,mindfulness,all,all,P3,180,27,0.4993,0.9477,0.6202,1.0946,0.3419,4.156,1.9317,8.219,1.0941,0.9477,0.5242,19.7983,3.3955,13.6656,1.613,0.2823
3,day3,mindfulness,all,all,POz,180,27,0.4852,0.9362,0.5802,1.0619,0.3289,4.0674,1.8785,8.4696,1.0614,0.9362,0.5242,21.8091,3.7564,27.3069,1.8857,0.3021
3,day3,mindfulness,all,all,O1,180,27,0.4885,0.958,0.5926,1.0994,0.3439,4.2869,1.809,8.2509,1.0988,0.958,0.5491,29.8119,4.0909,17.0403,1.5882,0.3365
3,day3,mindfulness,all,all,Oz,180,27,0.5063,0.9563,0.5829,1.1435,0.3608,4.0194,1.9007,8.0404,1.1429,0.9563,0.4493,22.7572,2.9525,23.6207,1.6329,0.3314
3,day3,mindfulness,all,all,O2,180,27,0.5367,0.9611,0.5947,1.2149,0.3994,3.7622,1.9398,7.7316,1.2144,0.9611,0.5117,21.3407,3.098,28.0212,1.7526,0.3881
3,day4,jhana,all,all,Fp1,327,28,0.4882,0.972,0.6244,1.1283,0.3561,4.4243,1.949,7.8935,1.1277,0.972,0.3994,20.3784,3.7879,7.0375,0.9393,0.2038
3,day4,jhana,all,all,Fpz,327,28,0.464,0.9686,0.6147,1.0701,0.3305,4.702,1.9112,8.0578,1.0696,0.9686,0.4743,19.8648,3.7192,7.1682,0.9092,0.1812
3,day4,jhana,all,all,Fp2,327,28,0.5106,0.9722,0.6396,1.186,0.3789,4.2264,2.0201,7.6658,1.1855,0.9722,0.5117,19.1088,3.418,6.6605,0.8891,0.2283
3,day4,jhana,all,all,AF3,327,28,0.4767,0.9616,0.6171,1.088,0.3365,4.4051,1.9502,8.2681,1.0875,0.9616,0.5242,17.9619,4.419,8.4987,1.076,0.1908
3,day4,jhana,all,all,AF4,327,28,0.4914,0.9583,0.6264,1.1007,0.3397,4.3398,1.9106,8.2112,1.1001,0.9583,0.5741,14.1208,3.7061,7.497,0.9299,0.1681
3,day4,jhana,all,all,F7,327,28,0.4575,0.9749,0.5878,1.056,0.3292,4.8259,1.8482,7.953,1.0554,0.9749,0.4992,21.5131,3.0053,5.3851,0.7818,0.1549
3,day4,jhana,all,all,F3,327,28,0.503,0.9541,0.6461,1.1281,0.3495,4.0749,1.8812,8.1758,1.1275,0.9541,0.4867,13.3332,4.5609,8.1917,1.1872,0.2077
3,day4,jhana,all,all,Fz,327,28,0.4985,0.9561,0.6417,1.143,0.3539,4.0362,1.9019,8.2448,1.1424,0.9561,0.5991,11.0126,4.6488,9.0082,1.1232,0.1891
3,day4,jhana,all,all,F4,327,28,0.4998,0.9475,0.6419,1.1177,0.346,4.0308,1.9297,8.2195,1.1171,0.9475,0.5616,10.9464,3.9439,8.0166,1.1072,0.1765
3,day4,jhana,all,all,F8,327,28,0.4667,0.9798,0.6088,1.0963,0.3573,4.763,1.9352,7.4463,1.0958,0.9798,0.5491,13.9875,1.4302,2.8637,0.451,0.1216
3,day4,jhana,all,all,FC5,327,28,0.439,0.9715,0.5134,1.0376,0.3166,4.7909,1.7562,8.1759,1.037,0.9715,0.312,35.1473,2.8241,4.8781,0.9021,0.1614
3,day4,jhana,all,all,FC1,327,28,0.5086,0.9494,0.6518,1.1307,0.3527,3.9421,1.9352,8.1129,1.1302,0.9494,0.3994,10.6443,3.4861,7.2565,1.2306,0.1758
3,day4,jhana,all,all,FC2,327,28,0.5101,0.9465,0.6569,1.1392,0.355,3.8709,1.9486,8.1333,1.1386,0.9465,0.5242,9.6957,3.5527,7.3512,1.2141,0.1829
3,day4,jhana,all,all,FC6,327,28,0.3893,0.966,0.4716,0.9254,0.2765,5.3739,1.6317,8.4194,0.9248,0.966,0.3994,37.5373,1.99,3.2805,0.6637,0.1244
3,day4,jhana,all,all,T7,327,28,0.5348,0.9878,0.6795,1.2915,0.4493,3.8746,1.9937,6.8919,1.2909,0.9878,0.7987,8.8876,1.3948,2.3417,0.5516,0.1403
3,day4,jhana,all,all,C3,327,28,0.4966,0.9581,0.6312,1.1345,0.3533,4.0944,1.9024,7.8743,1.134,0.9581,0.4493,12.8384,2.3318,5.2723,1.139,0.1457
3,day4,jhana,all,all,Cz,327,28,0.5025,0.9255,0.6462,1.0859,0.34,3.7161,1.9199,8.3463,1.0854,0.9255,0.649,11.1185,4.1761,12.5219,2.0352,0.2038
3,day4,jhana,all,all,C4,327,28,0.4803,0.9513,0.6064,1.0844,0.3315,4.2037,1.8119,8.1764,1.0838,0.9513,0.5741,15.9676,2.3667,6.2277,1.1711,0.139
3,day4,jhana,all,all,T8,327,28,0.3597,0.9828,0.4367,0.8603,0.2709,6.256,1.623,8.1429,0.8598,0.9828,0.2995,33.2195,1.2939,1.569,0.3263,0.0781
3,day4,jhana,all,all,CP5,327,28,0.516,0.9682,0.6494,1.191,0.3814,3.9812,2.0096,7.6349,1.1904,0.9682,0.2246,11.3442,2.1376,5.6913,1.1213,0.1589
3,day4,jhana,all,all,CP1,327,28,0.4624,0.9396,0.6163,1.0191,0.31,4.3144,1.8835,8.4282,1.0186,0.9396,0.3619,18.2493,3.5952,11.0264,1.7474,0.1737
3,day4,jhana,all,all,CP2,327,28,0.5006,0.9349,0.624,1.0903,0.3401,3.8309,1.9559,8.3252,1.0898,0.9349,0.5117,10.2568,3.141,14.8389,1.823,0.1598
3,day4,jhana,all,all,CP6,327,28,0.4715,0.9616,0.6118,1.0719,0.3337,4.4625,1.9203,7.992,1.0713,0.9616,0.4368,8.5131,1.4977,7.8622,0.8232,0.0976
3,day4,jhana,all,all,P7,327,28,0.389,0.9773,0.4734,0.9327,0.2829,5.5441,1.5477,8.4432,0.9322,0.9773,0.4867,70.2054,2.5013,5.9447,0.9067,0.1849
3,day4,jhana,all,all,P3,327,28,0.4385,0.9515,0.587,0.9703,0.2922,4.8024,1.8335,8.3891,0.9698,0.9515,0.3744,22.1372,3.0583,11.5488,1.597,0.1679
3,day4,jhana,all,all,Pz,327,28,0.4894,0.9249,0.5892,1.0435,0.3271,3.8463,1.9992,8.3399,1.043,0.9249,0.4243,12.0632,3.0906,22.2329,2.4585,0.1801
3,day4,jhana,all,all,P4,327,28,0.4657,0.9258,0.5591,0.9881,0.306,4.0965,1.9444,8.5528,0.9876,0.9258,0.3245,15.3641,2.5663,23.796,2.1131,0.1491
3,day4,jhana,all,all,P8,327,28,0.404,0.9647,0.5325,0.9271,0.2901,5.2885,1.8081,8.3148,0.9266,0.9647,0.2995,24.7211,1.7753,13.151,0.8905,0.1139
3,day4,jhana,all,all,POz,327,28,0.4669,0.9344,0.5592,1.0141,0.3139,4.158,1.9829,8.2361,1.0136,0.9344,0.337,17.731,2.6383,23.6345,2.3583,0.1776
3,day4,mindfulness,all,all,Fp1,281,29,0.5363,0.961,0.6221,1.1452,0.3656,4.1606,2.3771,8.0682,1.1446,0.961,0.5991,30.5137,6.2344,9.032,1.1164,0.2296
3,day4,mindfulness,all,all,Fpz,281,29,0.53,0.9552,0.6145,1.131,0.3537,4.0909,2.2869,8.3028,1.1305,0.9552,0.649,27.507,6.2428,9.5519,1.1218,0.1994
3,day4,mindfulness,all,all,Fp2,281,29,0.5628,0.9595,0.6313,1.2099,0.3912,3.8459,2.3311,8.0025,1.2093,0.9595,0.6115,25.4991,5.7163,8.5146,1.0425,0.2136
3,day4,mindfulness,all,all,AF4,281,29,0.5383,0.9422,0.6153,1.1383,0.3548,3.7966,2.1698,8.4078,1.1376,0.9422,0.5741,20.2193,5.5482,9.944,1.19,0.1944
3,day4,mindfulness,all,all,F7,281,29,0.5015,0.9667,0.6279,1.1252,0.3561,4.3133,2.0533,8.0317,1.1246,0.9667,0.4992,19.7683,4.1465,6.6835,0.9743,0.1965
3,day4,mindfulness,all,all,F3,281,29,0.5558,0.9374,0.6506,1.1881,0.3788,3.4755,2.1428,8.2233,1.1875,0.9374,0.5616,12.6542,5.2531,10.5907,1.4592,0.2254
3,day4,mindfulness,all,all,Fz,281,29,0.5563,0.9258,0.6433,1.1752,0.3752,3.3315,2.1233,8.3077,1.1747,0.9258,0.5616,12.2133,6.3931,12.813,1.5955,0.2377
3,day4,mindfulness,all,all,F4,281,29,0.5667,0.9319,0.6492,1.2035,0.385,3.3063,2.0942,8.1906,1.203,0.9319,0.5367,10.8087,4.982,10.0651,1.3617,0.2017
3,day4,mindfulness,all,all,F8,281,29,0.5167,0.9699,0.6014,1.1635,0.3857,4.1626,2.0774,7.824,1.1629,0.9699,0.5242,20.4256,2.6464,4.1101,0.638,0.1642
3,day4,mindfulness,all,all,FC5,281,29,0.5526,0.9584,0.6499,1.2335,0.3995,3.6605,2.1113,7.8694,1.2329,0.9584,0.3994,13.4246,3.2249,6.5564,1.1368,0.1958
3,day4,mindfulness,all,all,FC1,281,29,0.559,0.9317,0.6558,1.1959,0.3849,3.3055,2.0555,8.217,1.1953,0.9317,0.5991,11.2679,4.4371,9.8907,1.5412,0.2123
3,day4,mindfulness,all,all,FC2,281,29,0.5807,0.9242,0.6663,1.2211,0.3982,3.0979,2.0938,8.1154,1.2206,0.9242,0.5367,9.0836,4.6652,10.4501,1.6508,0.2321
