sub,day,condition,button,jhana,ch_name,n_epochs,n_channels,lempel_ziv_norm,permutation_entropy,spectral_entropy,sample_entropy,hjorth_mobility,hjorth_complexity,nk_fsi,nk_lle,nk_sampen,nk_pen,nk_lzc,delta,theta,alpha,beta,gamma
3,day1,jhana,button#2,jhana2,CP1,61,30,0.5466,0.9298,0.648,1.1731,0.3746,3.3337,2.0427,8.2321,1.1726,0.9298,0.5367,12.2151,4.6534,15.7736,2.2781,0.2194
3,day1,jhana,button#2,jhana2,CP2,61,30,0.4677,0.9351,0.55,1.0183,0.3081,4.1977,1.8116,8.8855,1.0177,0.9351,0.5616,41.1999,3.7808,14.1952,1.8544,0.1769
3,day1,jhana,button#2,jhana2,CP6,61,30,0.595,0.9645,0.6588,1.328,0.439,3.2996,2.2009,7.6778,1.3273,0.9645,0.5117,5.9965,1.7423,8.3148,1.0083,0.1126
3,day1,jhana,button#2,jhana2,P7,61,30,0.4419,0.9664,0.5059,1.0258,0.3078,4.6596,1.6358,8.6096,1.0253,0.9664,0.3744,56.3521,3.825,8.7142,1.4887,0.1966
3,day1,jhana,button#2,jhana2,P3,61,30,0.4888,0.9401,0.5723,1.0789,0.3299,3.9736,1.8831,8.6134,1.0784,0.9401,0.4243,33.9902,3.6016,13.4515,2.0698,0.1831
3,day1,jhana,button#2,jhana2,Pz,61,30,0.5311,0.9223,0.6193,1.1104,0.3514,3.4654,2.0974,8.5795,1.1099,0.9223,0.5616,13.234,4.4155,22.1601,2.5597,0.1924
3,day1,jhana,button#2,jhana2,P4,61,30,0.5343,0.932,0.593,1.1325,0.3587,3.5166,2.2039,8.2928,1.1318,0.932,0.2621,10.2845,2.9166,22.9846,2.1007,0.148
3,day1,jhana,button#2,jhana2,P8,61,30,0.54,0.9453,0.5592,1.1337,0.3657,3.643,2.4523,8.013,1.1332,0.9453,0.5242,8.9993,2.1012,25.007,1.7074,0.1309
3,day1,jhana,button#2,jhana2,POz,61,30,0.4709,0.9217,0.5554,0.9857,0.2998,4.0225,1.8844,8.942,0.9851,0.9217,0.4618,39.6612,4.6832,25.574,3.1562,0.195
3,day1,jhana,button#2,jhana2,O1,61,30,0.5824,0.9577,0.6296,1.2758,0.4169,3.3443,2.1739,7.637,1.2751,0.9577,0.6365,7.2033,2.566,14.6337,1.7482,0.185
3,day1,jhana,button#2,jhana2,Oz,61,30,0.3574,0.9455,0.4364,0.8078,0.2489,5.6236,1.6493,9.344,0.8074,0.9455,0.2371,127.9274,5.1509,19.8588,2.3393,0.1906
3,day1,jhana,button#3,jhana3,Fp1,74,30,0.4857,0.9758,0.5945,1.1636,0.3692,4.251,1.8899,7.7074,1.1631,0.9758,0.5741,52.0101,7.6838,7.512,1.4483,0.5416
3,day1,jhana,button#3,jhana3,Fpz,74,30,0.4861,0.9736,0.5884,1.1441,0.3592,4.3081,1.9385,7.8015,1.1435,0.9736,0.5242,50.0398,7.4551,7.4793,1.3567,0.4954
3,day1,jhana,button#3,jhana3,Fp2,74,30,0.6017,0.9772,0.6632,1.4086,0.4974,3.2737,2.0512,6.973,1.4081,0.9772,0.6615,50.0439,7.1253,6.826,1.7313,1.024
3,day1,jhana,button#3,jhana3,AF3,74,30,0.4665,0.9603,0.5865,1.0521,0.3183,4.5659,1.8339,8.4023,1.0516,0.9603,0.4743,44.8991,8.4946,9.7956,1.5021,0.3888
3,day1,jhana,button#3,jhana3,AF4,74,30,0.4891,0.9645,0.5968,1.1265,0.3477,4.2597,1.9687,8.0938,1.1259,0.9645,0.287,44.2584,7.6058,8.2346,1.4339,0.4531
3,day1,jhana,button#3,jhana3,F7,74,30,0.4267,0.9635,0.5433,0.9632,0.2883,5.1461,1.8082,8.455,0.9626,0.9635,0.4368,55.8067,8.063,7.5736,1.3634,0.37
3,day1,jhana,button#3,jhana3,F3,74,30,0.4492,0.9481,0.5697,1.0015,0.2982,4.5877,1.8569,8.763,1.001,0.9481,0.5117,51.9281,10.2628,11.4375,1.695,0.385
3,day1,jhana,button#3,jhana3,Fz,74,30,0.4538,0.9468,0.5682,1.0091,0.3016,4.5139,1.8332,8.8567,1.0085,0.9468,0.4368,50.8109,10.6031,12.6453,1.7224,0.3739
3,day1,jhana,button#3,jhana3,F4,74,30,0.4856,0.9575,0.598,1.1002,0.3354,4.2429,1.888,8.2516,1.0997,0.9575,0.4867,38.8129,7.5354,8.2021,1.4668,0.3696
3,day1,jhana,button#3,jhana3,F8,74,30,0.4272,0.9709,0.5453,0.9915,0.3046,5.1146,1.8043,8.1665,0.991,0.9709,0.4119,43.1792,5.3966,4.165,0.8501,0.2738
3,day1,jhana,button#3,jhana3,FC5,74,30,0.4573,0.956,0.5876,1.0216,0.3087,4.6421,1.8348,8.4257,1.0211,0.956,0.4867,42.3888,7.7024,8.7427,1.5333,0.3601
3,day1,jhana,button#3,jhana3,FC1,74,30,0.3894,0.9363,0.4854,0.8593,0.2491,5.1905,1.6712,9.28,0.8588,0.9363,0.3619,98.6599,11.1598,12.9758,1.8987,0.3827
3,day1,jhana,button#3,jhana3,FC2,74,30,0.4613,0.9439,0.5969,1.0318,0.3111,4.3461,1.8216,8.6374,1.0312,0.9439,0.3869,40.9149,9.3251,10.9275,1.8198,0.3728
3,day1,jhana,button#3,jhana3,FC6,74,30,0.4177,0.9592,0.5296,0.9457,0.2826,5.2183,1.7558,8.5488,0.9451,0.9592,0.3744,44.6834,5.5046,4.4301,0.9788,0.2447
3,day1,jhana,button#3,jhana3,C3,74,30,0.4593,0.9423,0.5912,1.0231,0.3083,4.3833,1.7898,8.577,1.0226,0.9423,0.4992,42.7954,8.0573,10.5474,1.9179,0.3663
3,day1,jhana,button#3,jhana3,Cz,74,30,0.4726,0.9307,0.6036,1.0405,0.3162,4.0432,1.8563,8.6612,1.04,0.9307,0.4243,44.2134,9.3583,14.4283,2.4501,0.4148
3,day1,jhana,button#3,jhana3,C4,74,30,0.4574,0.9466,0.5954,1.0283,0.3099,4.4685,1.7607,8.553,1.0277,0.9466,0.3744,35.5479,6.6207,7.6531,1.559,0.2876
3,day1,jhana,button#3,jhana3,T8,74,30,0.3725,0.9693,0.5043,0.8598,0.2593,6.0707,1.6602,8.6548,0.8592,0.9693,0.312,33.8478,4.3969,2.1983,0.5243,0.1477
3,day1,jhana,button#3,jhana3,CP5,74,30,0.4661,0.9527,0.5937,1.0526,0.3185,4.4103,1.7815,8.3483,1.052,0.9527,0.4243,40.8577,6.8502,8.9739,1.7822,0.3535
3,day1,jhana,button#3,jhana3,CP1,74,30,0.4771,0.9308,0.6132,1.0412,0.3166,4.0742,1.826,8.6671,1.0407,0.9308,0.4493,39.5918,8.9173,17.3013,2.6239,0.3934
3,day1,jhana,button#3,jhana3,CP2,74,30,0.4062,0.9352,0.5156,0.9005,0.2637,4.8739,1.6887,9.1145,0.8999,0.9352,0.4368,80.9809,8.1657,15.6766,2.2859,0.3349
3,day1,jhana,button#3,jhana3,CP6,74,30,0.4545,0.9555,0.5848,1.0267,0.309,4.668,1.7845,8.5504,1.0261,0.9555,0.4119,34.186,5.5461,8.6606,1.3568,0.2396
3,day1,jhana,button#3,jhana3,P7,74,30,0.417,0.9597,0.504,0.9641,0.2831,4.9907,1.6793,8.6632,0.9636,0.9597,0.3869,82.6742,7.7756,9.7444,1.8422,0.3962
3,day1,jhana,button#3,jhana3,P3,74,30,0.427,0.942,0.5367,0.9542,0.2819,4.6742,1.7143,8.8858,0.9536,0.942,0.3869,69.8352,7.984,14.7342,2.3553,0.3717
3,day1,jhana,button#3,jhana3,Pz,74,30,0.4653,0.9296,0.5943,0.9993,0.3029,4.1829,1.819,8.876,0.9987,0.9296,0.4119,43.4601,8.5684,22.7888,2.824,0.3657
3,day1,jhana,button#3,jhana3,P4,74,30,0.4638,0.9362,0.5857,1.0023,0.3022,4.3303,1.818,8.7848,1.0018,0.9362,0.4992,38.7618,6.9375,21.1779,2.4138,0.3037
3,day1,jhana,button#3,jhana3,P8,74,30,0.4553,0.9516,0.5763,1.0346,0.3135,4.4699,1.7955,8.6063,1.034,0.9516,0.5616,34.2603,5.7925,17.621,1.7731,0.2663
3,day1,jhana,button#3,jhana3,POz,74,30,0.4429,0.9326,0.5546,0.9633,0.2866,4.4565,1.783,8.8628,0.9627,0.9326,0.5242,58.6881,8.6594,23.91,3.1411,0.3848
3,day1,jhana,button#3,jhana3,O1,74,30,0.5022,0.9601,0.6145,1.1605,0.3686,3.9644,1.826,8.0315,1.16,0.9601,0.5491,39.7881,7.0107,13.8402,2.1829,0.4408
3,day1,jhana,button#3,jhana3,Oz,74,30,0.4326,0.9531,0.5233,0.991,0.2999,4.7185,1.7206,8.6623,0.9905,0.9531,0.5367,82.4345,8.3799,19.7143,2.674,0.4167
3,day1,jhana,button##,jhanaB,Fp1,106,30,0.5023,0.9776,0.5807,1.1035,0.3569,4.4399,2.5111,8.311,1.1028,0.9776,0.4992,38.0613,6.4183,9.0246,1.0293,0.183
3,day1,jhana,button##,jhanaB,Fpz,106,30,0.5264,0.9781,0.5928,1.1412,0.3656,4.2529,2.57,8.2807,1.1408,0.9781,0.4867,33.9625,5.7376,8.9367,0.985,0.1828
3,day1,jhana,button##,jhanaB,Fp2,106,30,0.6025,0.9812,0.6244,1.295,0.4437,3.6595,2.8947,7.6945,1.2943,0.9812,0.3994,31.0523,5.7018,7.7751,0.9392,0.2412
3,day1,jhana,button##,jhanaB,AF3,106,30,0.55,0.9666,0.6214,1.1964,0.3771,3.8785,2.2028,8.336,1.1957,0.9666,0.5616,19.1457,5.2288,11.4643,1.2405,0.1651
3,day1,jhana,button##,jhanaB,AF4,106,30,0.5751,0.971,0.6287,1.2453,0.3986,3.7498,2.4313,7.9616,1.2448,0.971,0.4743,19.1281,4.7476,9.4548,1.0658,0.172
3,day1,jhana,button##,jhanaB,F7,106,30,0.5168,0.9799,0.5994,1.2021,0.3963,4.0045,1.9807,8.0993,1.2016,0.9799,0.6739,28.2386,4.8895,7.8477,1.1121,0.2031
3,day1,jhana,button##,jhanaB,F3,106,30,0.5616,0.9604,0.6352,1.2394,0.3923,3.5836,2.0856,8.2654,1.2387,0.9604,0.5991,16.0247,5.3371,12.4778,1.4225,0.1906
3,day1,jhana,button##,jhanaB,Fz,106,30,0.542,0.9554,0.6021,1.1825,0.3664,3.7411,2.0538,8.4621,1.1818,0.9554,0.4368,22.1947,5.5604,13.923,1.5013,0.1838
3,day1,jhana,button##,jhanaB,F4,106,30,0.5995,0.9673,0.6585,1.3227,0.4299,3.3786,2.1975,7.8185,1.322,0.9673,0.5117,11.87,3.9827,9.066,1.1936,0.1747
3,day1,jhana,button##,jhanaB,F8,106,30,0.6064,0.9884,0.6722,1.3619,0.4806,3.3486,2.3922,7.4573,1.3614,0.9884,0.6365,9.2396,2.3482,3.9509,0.5405,0.1247
3,day1,jhana,button##,jhanaB,FC5,106,30,0.6351,0.9777,0.6807,1.4043,0.4818,3.1783,2.1616,7.5475,1.4038,0.9777,0.6739,11.1713,3.9918,8.5649,1.287,0.2147
3,day1,jhana,button##,jhanaB,FC1,106,30,0.4434,0.9463,0.5199,1.0138,0.3046,4.4656,1.736,8.9633,1.0132,0.9463,0.3245,56.3815,5.6565,13.1795,1.6817,0.1991
3,day1,jhana,button##,jhanaB,FC2,106,30,0.5761,0.9544,0.6593,1.258,0.402,3.4306,2.0175,8.0173,1.2574,0.9544,0.6615,11.0717,4.7521,10.9382,1.593,0.1945
3,day1,jhana,button##,jhanaB,FC6,106,30,0.5798,0.981,0.6328,1.3452,0.4529,3.433,2.0209,7.5526,1.3446,0.981,0.5242,13.5669,1.9668,3.9661,0.7231,0.1372
3,day1,jhana,button##,jhanaB,C3,106,30,0.5837,0.9588,0.653,1.2903,0.4141,3.3509,2.1001,8.0655,1.2897,0.9588,0.5866,13.6763,3.929,9.7692,1.5998,0.192
3,day1,jhana,button##,jhanaB,Cz,106,30,0.6005,0.9376,0.6652,1.272,0.4154,3.0885,2.0917,7.9486,1.2714,0.9376,0.5242,8.4416,5.0886,14.7856,2.2588,0.2336
3,day1,jhana,button##,jhanaB,C4,106,30,0.6132,0.9627,0.6791,1.3628,0.4531,3.1371,2.134,7.676,1.3622,0.9627,0.624,7.9715,2.8238,7.686,1.2915,0.1496
3,day1,jhana,button##,jhanaB,T8,106,30,0.5933,0.9894,0.6834,1.392,0.529,3.2956,2.1296,6.7027,1.3915,0.9894,0.5741,8.3707,0.7432,1.2007,0.3364,0.1596
3,day1,jhana,button##,jhanaB,CP5,106,30,0.616,0.9711,0.6947,1.39,0.4635,3.19,2.2729,7.547,1.3894,0.9711,0.6615,8.4526,2.9163,7.2994,1.4683,0.1831
3,day1,jhana,button##,jhanaB,CP1,106,30,0.5774,0.9347,0.6404,1.2286,0.396,3.2129,2.2265,8.1106,1.228,0.9347,0.4743,10.2537,4.9009,19.3635,2.4324,0.209
3,day1,jhana,button##,jhanaB,CP2,106,30,0.4176,0.9394,0.4996,0.9557,0.2816,4.6314,1.7151,9.3039,0.9552,0.9394,0.3495,68.7932,4.5207,19.7234,2.1108,0.1795
3,day1,jhana,button##,jhanaB,CP6,106,30,0.6283,0.9695,0.6705,1.4135,0.4796,3.0587,2.2488,7.4721,1.4128,0.9695,0.7114,4.6308,1.9378,10.1832,1.1279,0.1269
3,day1,jhana,button##,jhanaB,P7,106,30,0.4552,0.9696,0.5184,1.0487,0.3215,4.59,1.6916,8.5639,1.0483,0.9696,0.4618,59.079,3.7542,9.9301,1.6322,0.1945
3,day1,jhana,button##,jhanaB,P3,106,30,0.4886,0.9468,0.5649,1.0796,0.3279,4.0456,1.9298,8.7605,1.079,0.9468,0.3744,39.0156,4.0315,17.6637,2.1189,0.1861
3,day1,jhana,button##,jhanaB,Pz,106,30,0.5465,0.9275,0.6071,1.145,0.3616,3.3979,2.2685,8.3971,1.1445,0.9275,0.5242,13.0429,4.8488,29.6993,2.7577,0.1977
3,day1,jhana,button##,jhanaB,P4,106,30,0.5495,0.9362,0.5891,1.1983,0.3819,3.3442,2.2444,8.1182,1.1977,0.9362,0.5991,9.114,3.3411,30.1484,2.4104,0.1618
3,day1,jhana,button##,jhanaB,P8,106,30,0.545,0.9518,0.5792,1.2245,0.3958,3.4556,2.1549,7.9119,1.2238,0.9518,0.5616,10.6552,2.4421,26.5681,1.9143,0.1612
3,day1,jhana,button##,jhanaB,POz,106,30,0.499,0.9238,0.5638,1.0631,0.3289,3.7427,2.0181,8.6659,1.0625,0.9238,0.5491,28.0701,4.2258,36.0357,3.3497,0.1989
3,day1,jhana,button##,jhanaB,O1,106,30,0.604,0.9592,0.6235,1.3427,0.4471,3.1375,2.3081,7.5229,1.3421,0.9592,0.7239,6.2542,2.3113,18.5482,1.8629,0.1742
3,day1,jhana,button##,jhanaB,Oz,106,30,0.453,0.9544,0.5056,1.0305,0.3268,4.3047,1.7463,8.7105,1.03,0.9544,0.3994,60.6318,3.7417,27.69,2.4887,0.2041
3,day2,jhana,button#0,jhanaN,Fp1,61,30,0.5036,0.9805,0.5544,1.0222,0.3295,4.8862,2.7095,7.7282,1.0216,0.9805,0.4493,79.5656,10.1985,10.4064,1.2503,0.4576
3,day2,jhana,button#0,jhanaN,Fpz,61,30,0.5565,0.9774,0.5567,1.0575,0.3439,4.5976,2.9533,7.7529,1.0568,0.9774,0.4992,76.4298,9.614,10.0245,1.1466,0.4046
3,day2,jhana,button#0,jhanaN,Fp2,61,30,0.5895,0.979,0.5889,1.1918,0.4057,4.1055,3.1426,7.1898,1.1913,0.979,0.4992,104.2987,12.9712,9.7228,1.3002,0.7243
3,day2,jhana,button#0,jhanaN,AF3,61,30,0.5154,0.9754,0.5904,1.0716,0.3379,4.5651,2.3615,7.986,1.0707,0.9754,0.4618,41.8066,6.3879,11.4672,1.3433,0.3825
3,day2,jhana,button#0,jhanaN,AF4,61,30,0.5697,0.9736,0.6128,1.1996,0.3846,3.9664,2.5265,7.7354,1.1988,0.9736,0.4618,43.3062,6.9548,11.167,1.2447,0.3964
3,day2,jhana,button#0,jhanaN,F7,61,30,0.4845,0.9805,0.6148,1.135,0.3695,4.4258,2.0588,7.7022,1.1346,0.9805,0.287,32.5046,4.6269,8.1342,1.1651,0.4114
3,day2,jhana,button#0,jhanaN,F3,61,30,0.5352,0.9692,0.6575,1.2343,0.4064,3.79,1.9299,7.8294,1.234,0.9692,0.5117,20.2249,4.5285,11.7948,1.4593,0.4041
3,day2,jhana,button#0,jhanaN,Fz,61,30,0.569,0.9703,0.6634,1.2448,0.4073,3.6275,2.0039,7.7727,1.2442,0.9703,0.4992,16.2274,4.6974,12.3338,1.4431,0.3688
3,day2,jhana,button#0,jhanaN,F4,61,30,0.5557,0.9682,0.6669,1.2804,0.418,3.5902,2.1571,7.6002,1.2798,0.9682,0.4867,18.5231,4.3377,9.8678,1.2351,0.3394
3,day2,jhana,button#0,jhanaN,F8,61,30,0.4721,0.9833,0.6351,1.1707,0.39,4.2227,1.9853,7.269,1.1701,0.9833,0.3245,31.733,3.4868,5.4465,0.7107,0.2844
3,day2,jhana,button#0,jhanaN,FC5,61,30,0.5719,0.9775,0.6992,1.3367,0.4605,3.4873,1.7519,7.3235,1.3365,0.9775,0.6115,14.8115,3.2385,7.9318,1.2609,0.4008
3,day2,jhana,button#0,jhanaN,FC1,61,30,0.5792,0.9697,0.6947,1.3024,0.4366,3.4644,1.8873,7.5994,1.3016,0.9697,0.5242,12.0754,3.6961,9.5872,1.3649,0.3684
3,day2,jhana,button#0,jhanaN,FC2,61,30,0.5616,0.965,0.6879,1.2642,0.416,3.5277,1.8931,7.6793,1.2635,0.965,0.4119,13.6854,4.5285,11.7322,1.5795,0.3844
3,day2,jhana,button#0,jhanaN,FC6,61,30,0.5675,0.977,0.6995,1.3119,0.444,3.4671,1.9499,7.2003,1.3113,0.977,0.4368,11.8639,2.4482,5.9246,0.9486,0.2682
3,day2,jhana,button#0,jhanaN,T7,61,30,0.6446,0.9802,0.7469,1.4483,0.5659,2.9992,2.0514,6.6714,1.4479,0.9802,0.7987,13.4249,2.5831,5.9672,1.3847,0.6044
3,day2,jhana,button#0,jhanaN,C3,61,30,0.5917,0.9704,0.7242,1.3432,0.463,3.3263,1.933,7.2673,1.3429,0.9704,0.6115,9.6246,3.1077,7.5136,1.5005,0.3781
3,day2,jhana,button#0,jhanaN,Cz,61,30,0.5756,0.9583,0.7088,1.2976,0.4277,3.3438,2.0451,7.5295,1.297,0.9583,0.4992,12.0888,4.3524,11.1301,2.0137,0.4252
3,day2,jhana,button#0,jhanaN,C4,61,30,0.5858,0.9688,0.7266,1.3303,0.4472,3.3479,1.9641,7.1278,1.3299,0.9688,0.3994,9.1219,2.4095,6.3926,1.3245,0.3066
3,day2,jhana,button#0,jhanaN,T8,61,30,0.5102,0.9859,0.6906,1.269,0.4406,3.818,1.8387,6.643,1.2679,0.9859,0.3619,8.6927,0.9056,1.8613,0.4598,0.1668
3,day2,jhana,button#0,jhanaN,CP5,61,30,0.5903,0.9699,0.7257,1.3815,0.4754,3.2898,1.9943,7.1433,1.3808,0.9699,0.5991,9.6971,2.7615,6.7731,1.5742,0.371
3,day2,jhana,button#0,jhanaN,CP1,61,30,0.5792,0.9565,0.707,1.3022,0.4337,3.3089,2.0872,7.5647,1.3017,0.9565,0.5242,9.8593,3.5491,11.6217,2.154,0.3839
3,day2,jhana,button#0,jhanaN,CP2,61,30,0.5668,0.958,0.6896,1.3023,0.4284,3.3519,2.0037,7.5949,1.3018,0.958,0.4992,9.4789,3.2652,13.9502,2.0175,0.3578
3,day2,jhana,button#0,jhanaN,CP6,61,30,0.555,0.972,0.6858,1.2945,0.4301,3.5433,1.8087,7.4309,1.2938,0.972,0.4493,9.1547,1.4301,6.9506,1.0743,0.2156
3,day2,jhana,button#0,jhanaN,P7,61,30,0.6079,0.9714,0.7047,1.3808,0.4684,3.1731,1.8953,7.3207,1.3801,0.9714,0.5866,8.4869,2.6015,12.8795,2.1158,0.4092
3,day2,jhana,button#0,jhanaN,P3,61,30,0.5836,0.9581,0.7061,1.3036,0.4381,3.3025,2.0831,7.5577,1.303,0.9581,0.4992,9.7024,3.3337,11.7243,2.1543,0.3828
3,day2,jhana,button#0,jhanaN,Pz,61,30,0.5631,0.9482,0.6637,1.2604,0.4091,3.3606,1.9961,7.8693,1.2595,0.9482,0.4992,10.8085,3.7616,19.7238,2.6282,0.3951
3,day2,jhana,button#0,jhanaN,P4,61,30,0.5557,0.9525,0.6544,1.2453,0.4008,3.4564,1.9231,7.9894,1.2448,0.9525,0.5242,9.7356,2.9714,17.5885,2.1264,0.3272
3,day2,jhana,button#0,jhanaN,P8,61,30,0.4882,0.9264,0.5341,1.1029,0.3441,3.637,1.7623,8.3357,1.1024,0.9264,0.4368,8.7307,2.0078,30.3808,1.9164,0.1963
3,day2,jhana,button#0,jhanaN,POz,61,30,0.5403,0.9398,0.6162,1.1984,0.3871,3.4083,1.9492,7.8931,1.1978,0.9398,0.4992,11.0436,3.4196,27.6243,3.2897,0.4081
3,day2,jhana,button#0,jhanaN,O1,61,30,0.5895,0.9583,0.6456,1.3301,0.4397,3.2429,1.9515,7.4436,1.3299,0.9583,0.5741,8.5794,2.4165,20.7731,2.5195,0.4439
3,day2,jhana,button#0,jhanaN,Oz,61,30,0.5513,0.9441,0.588,1.2313,0.3969,3.3814,1.8399,7.7688,1.2308,0.9441,0.4493,10.0297,2.7109,30.7196,2.9127,0.4435
3,day2,jhana,button#0,jhanaN,O2,61,30,0.5146,0.9188,0.5279,1.1366,0.3628,3.3507,1.829,8.1099,1.1363,0.9188,0.3869,10.3317,3.1275,49.3011,3.4921,0.4234
3,day2,jhana,button#1,jhana1,Fp1,17,32,0.5765,0.9813,0.6399,1.2756,0.4414,3.8279,2.3271,7.3565,1.2748,0.9813,0.5616,39.318,4.873,9.9245,1.337,0.5194
3,day2,jhana,button#1,jhana1,Fpz,17,32,0.5705,0.9777,0.6335,1.2395,0.4066,3.9402,2.369,7.4055,1.2392,0.9777,0.4867,34.8315,4.068,10.0808,1.2019,0.4246
3,day2,jhana,button#1,jhana1,Fp2,17,32,0.6424,0.9788,0.6809,1.3957,0.4915,3.4183,2.6012,7.0321,1.395,0.9788,0.4618,33.6625,4.0704,9.6503,1.3185,0.6393
3,day2,jhana,button#1,jhana1,AF3,17,32,0.5423,0.9723,0.6392,1.2036,0.3867,4.051,2.0993,7.6516,1.2031,0.9723,0.5242,29.4019,4.277,11.5541,1.3542,0.402
3,day2,jhana,button#1,jhana1,AF4,17,32,0.5803,0.969,0.6575,1.2844,0.4162,3.6292,2.2908,7.6543,1.2838,0.969,0.5491,21.9974,3.8792,11.5992,1.2745,0.3964
3,day2,jhana,button#1,jhana1,F7,17,32,0.5598,0.9782,0.6756,1.2917,0.428,3.626,2.0003,7.3437,1.291,0.9782,0.624,19.9123,3.7657,7.2288,1.2159,0.4232
3,day2,jhana,button#1,jhana1,F3,17,32,0.5679,0.9642,0.6734,1.2665,0.4085,3.5248,1.9977,7.7572,1.266,0.9642,0.649,15.5315,3.8198,11.9275,1.472,0.4029
3,day2,jhana,button#1,jhana1,Fz,17,32,0.5592,0.9601,0.6637,1.2397,0.3977,3.5594,2.0952,7.8907,1.2392,0.9601,0.6115,13.9615,4.4631,13.0703,1.4216,0.3536
3,day2,jhana,button#1,jhana1,F4,17,32,0.5792,0.9662,0.6745,1.3,0.4237,3.4555,2.16,7.662,1.2993,0.9662,0.5242,13.3004,3.4171,10.6762,1.2252,0.3356
3,day2,jhana,button#1,jhana1,F8,17,32,0.5581,0.982,0.6959,1.3159,0.4534,3.5422,2.1225,7.1075,1.3155,0.982,0.5117,15.1333,2.1516,5.7341,0.7622,0.3146
3,day2,jhana,button#1,jhana1,FC5,17,32,0.5928,0.9718,0.7093,1.3457,0.45,3.3304,1.9754,7.3964,1.3454,0.9718,0.7363,11.63,2.9926,8.1127,1.3271,0.3778
3,day2,jhana,button#1,jhana1,FC1,17,32,0.5649,0.9599,0.688,1.278,0.4143,3.437,1.9837,7.7648,1.2776,0.9599,0.6739,11.1822,3.558,10.4534,1.3972,0.3509
3,day2,jhana,button#1,jhana1,FC2,17,32,0.5756,0.9568,0.6855,1.2909,0.4187,3.3583,2.0637,7.8082,1.2904,0.9568,0.624,11.0797,4.0496,10.9298,1.4704,0.3498
3,day2,jhana,button#1,jhana1,FC6,17,32,0.5967,0.9756,0.7275,1.419,0.4885,3.1442,1.8602,7.0979,1.4186,0.9756,0.6615,7.7376,1.9923,5.8745,0.9152,0.2902
3,day2,jhana,button#1,jhana1,T7,17,32,0.6237,0.9788,0.749,1.4536,0.5222,3.0359,1.927,6.9092,1.453,0.9788,0.7738,9.9644,2.6144,5.655,1.2953,0.4144
3,day2,jhana,button#1,jhana1,C3,17,32,0.5961,0.9616,0.7195,1.3511,0.4514,3.2033,2.055,7.3777,1.3503,0.9616,0.7114,9.4924,2.9589,7.9686,1.4894,0.3551
3,day2,jhana,button#1,jhana1,Cz,17,32,0.5783,0.9525,0.6931,1.2925,0.4218,3.2757,1.9621,7.6768,1.2919,0.9525,0.649,10.9232,3.955,10.9235,1.7489,0.3673
3,day2,jhana,button#1,jhana1,C4,17,32,0.5985,0.9641,0.7205,1.366,0.4583,3.1874,1.9604,7.4509,1.3655,0.9641,0.6739,8.0524,2.5994,7.2021,1.2585,0.2973
3,day2,jhana,button#1,jhana1,T8,17,32,0.6436,0.9916,0.7823,1.5396,0.6032,2.8197,1.9312,6.351,1.5392,0.9916,0.8487,4.7201,0.991,2.0091,0.4293,0.1795
3,day2,jhana,button#1,jhana1,CP5,17,32,0.6193,0.9671,0.7385,1.4097,0.4795,3.0762,2.0351,7.1656,1.4092,0.9671,0.7239,7.7417,2.6792,7.0955,1.5071,0.3641
3,day2,jhana,button#1,jhana1,CP1,17,32,0.5854,0.9536,0.697,1.3247,0.435,3.1704,1.9392,7.664,1.3242,0.9536,0.7363,9.4712,3.5499,12.3418,1.9497,0.3679
3,day2,jhana,button#1,jhana1,CP2,17,32,0.5845,0.9489,0.6756,1.2927,0.4207,3.2627,1.8632,7.8764,1.2922,0.9489,0.6864,9.1721,3.5694,15.681,1.9034,0.321
3,day2,jhana,button#1,jhana1,CP6,17,32,0.6035,0.9717,0.6971,1.3824,0.4666,3.2328,2.005,7.3317,1.3817,0.9717,0.8237,7.0692,1.7229,8.4746,0.9774,0.2257
3,day2,jhana,button#1,jhana1,P7,17,32,0.6249,0.9673,0.7096,1.444,0.495,2.9332,2.0215,7.2006,1.4435,0.9673,0.8487,6.3225,2.5619,11.7386,1.6767,0.396
3,day2,jhana,button#1,jhana1,P3,17,32,0.5928,0.9546,0.697,1.3389,0.4416,3.1315,1.9394,7.616,1.3385,0.9546,0.7363,8.771,3.3438,12.4157,1.9087,0.3626
3,day2,jhana,button#1,jhana1,Pz,17,32,0.5723,0.9398,0.6478,1.2504,0.4038,3.2503,1.8832,7.9416,1.2498,0.9398,0.624,9.5399,4.0797,23.4207,2.3631,0.3543
3,day2,jhana,button#1,jhana1,P4,17,32,0.5655,0.9425,0.6482,1.2449,0.4012,3.3434,1.839,7.9387,1.2444,0.9425,0.6864,8.4597,3.1913,21.0066,1.9694,0.2941
3,day2,jhana,button#1,jhana1,P8,17,32,0.5242,0.9339,0.542,1.1404,0.3627,3.5006,2.0915,8.0614,1.14,0.9339,0.6115,5.6159,2.2297,30.1015,1.7149,0.1897
3,day2,jhana,button#1,jhana1,POz,17,32,0.5572,0.9319,0.61,1.2065,0.3836,3.3263,1.8027,7.9988,1.2059,0.9319,0.5991,10.3768,3.6338,30.7824,2.6115,0.3644
3,day2,jhana,button#1,jhana1,O1,17,32,0.6026,0.9556,0.6484,1.3737,0.4571,3.0315,1.9739,7.368,1.3732,0.9556,0.6365,6.4544,2.5474,18.4871,1.952,0.4154
